CAR__ID,date,Customer   Name,GENDER,Annual Income ($),DEALER_NAME,COMPANY,Model,Engine Type,Transmission,Color,Price,Dealer_No,Body_Style,Phone_Number,Region
C_CND_003066,06-11-2022,Jacky,M,1337000,New Castle Ford Lincoln Mercury,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23700,60504-7114,SUV,8566352,Aurora
C_CND_003067,06-11-2022,Jacob,Femal,"$2,950,000",Pars Auto Sales,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,38701-8047,SUV,8778606,Greenville
C_CND_003068,11-06-2022,Jaden,Male,2215000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-Benz,S-Class,DoubleÂ Overhead Camshaft,Auto,Red,14501,99301-3882,SUV,8608357,Pasco
C_CND_003069,11-06-2022,Jake,Female,1880000,Progressive Shippers Cooperative Association No,Mercedes,C-Class,Overhead Camshaft,Manual,Pale White,12001,53546-9427,Hatchback,6634024,Janesville
C_CND_003070,06-11-2022,James,Male,1518000,Rabun Used Car Sales,  Lincoln ,,Overhead Camshaft,manual,Black,17801,85257-3102,Hatchback,6485551,Scottsdale  
C_CND_003071,N/A,Jason,Male,1710000,Race Car Help,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16001,78758-7841,SUV,8218805,Austin
C_CND_003072,11-06-2022,Jay,Male,13500,Ryder Truck Rental and Leasing,Honda,Accord,DoubleÂ Overhead Camshaft,auto,Pale White,19001,06457-3834,Sedan,7997872,Middletown  
C_CND_003073,06-11-2022,,Male,13500,Saab-Belle Dodge,  Volkswagen ,Passat,DoubleÂ Overhead Camshaft,Automatic,Red,13001,60504-7114,Hatchback,6920680,Aurora
C_CND_003074,06-11-2022,Jeffrey,MALE,1655000,Scrivener Performance Engineering,Infiniti,I30,Overhead Camshaft,M,Red,22501,38701-8047,SUV,6642160,Greenville
C_CND_003075,,Jeremy,Female,1340000,Star Enterprises Inc,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39001,99301-3882,SUV,8263293,Pasco
C_CND_003076,06-11-2022,,Female,1445000,Suburban Ford,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19501,53546-9427,Hatchback,6281779,Janesville  
C_CND_003077,06-11-2022,Jia,Female,1500000,Tri-State Mack Inc,Chevrolet,Corvette,,A,Pale White,,85257-3102,SUV,8202950,Scottsdale
C_CND_003078,06-11-2022,John,Male,13500,U-Haul CO,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,78758-7841,Passenger,8315611,Austin
C_CND_003079,06-11-2022,Axel,Male,570000,Saab-Belle Dodge,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Automatic,Black,31000,60504-7114,Passenger,8779885,Aurora  
C_CND_003080,06-11-2022,Aidan,M,1300000,Enterprise Rent A Car,Ford,Focus,Overhead Camshaft,Manual ,Black,49000,60504-7114,Hardtop,7435322,Scottsdale
C_CND_003081,,Benjamin,Male,720000,Star Enterprises Inc,DODGE,Intrepid,Overhead Camshaft,Manual,Black,"$11,000",99301-3882,Sedan,8287200,Pasco
C_CND_003082,06-11-2022,Blake,Female,13500,Suburban Ford,NISSAN, Frontier,Overhead Camshaft,Manual,Pale White,20000,53546-9427,Hatchback,7172071,Janesville
C_CND_003083,06-11-2022,Bradley,Male,13500,Tri-State Mack Inc,Ford,Mustang,Overhead Camshaft,Manual,Red,25000,85257-3102,Hatchback,6112998,Scottsdale
C_CND_003084,06-11-2022,,Male,"$637,000",U-Haul CO,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000,78758-7841,Hatchback,6361584,Austin
C_CND_003085,06-11-2022,Brayan,Female,690000,Buddy Storbeck's Diesel Service Inc,,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,7029950,Middletown  
C_CND_003086,06-11-2022,Brayden,Female,835500,C & M Motors Inc,  Hyundai ,Accent,Overhead Camshaft,Manual,Black,18500,60504-7114,Hatchback,8055720,Aurora
C_CND_003087,06-11-2022,Brian,Male,905000,Capitol KIA,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,19000,38701-8047,Sedan,6207083,Greenville
C_CND_003088,06-11-2022,Bruce,M,835000,Chrysler of Tri-Cities,Oldsmobile, Cutlass,DoubleÂ Overhead Camshaft,Automatic,Red,41000,99301-3882,Sedan,8284664,Pasco
C_CND_003089,06-11-2022,Bryan,Female,,Chrysler Plymouth,TOYOTA,Corolla,Overhead Camshaft,Manual,Pale White,22000,53546-9427,Passenger,8609776,Janesville
C_CND_003090,06-11-2022,Bryant,male,800000,Classic Chevy,BMW,528i,Overhead Camshaft,Manual,Pale White,14000,85257-3102,SUV,6564883,Scottsdale
C_CND_003091,06-11-2022,Bryce,Male,560000,Clay Johnson Auto Sales,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,,78758-7841,SUV,7473490,Austin
C_CND_003092,06-11-2022,Guadalupe,,13500,Scrivener Performance Engineering,Mercury,Villager,Overhead Camshaft,manual,Pale White,14001,38701-8047,Passenger,7906629,Greenville
C_CND_003093,11-06-2022,Hailey,Male,13500,Star Enterprises Inc,,Grand Am,DoubleÂ Overhead Camshaft,A,Pale White,26001,99301-3882,SUV,8556451,Pasco
C_CND_003094,06-11-2022,Haley,M,2718000,Suburban Ford,Lexus,LS400,Overhead Camshaft,manual,Red,13801,53546-9427,Sedan,8042155,Janesville
C_CND_003095,06-11-2022,Hannah,MALE,"$468,000",Tri-State Mack Inc,Volvo,S70,DoubleÂ Overhead Camshaft,Automatic,Black,,85257-3102,Hatchback,7342529,Austin  
C_CND_003096,06-11-2022,Haylee,Male,2400000,U-Haul CO,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,78758-7841,Passenger,6781919,Austin  
C_CND_003097,06-11-2022,Hayley,MALE,2210000,Buddy Storbeck's Diesel Service Inc,Mercedes,CL500,Overhead Camshaft,M,Red,29000,06457-3834,SUV,8186183,Middletown
C_CND_003098,06-11-2022,,Male,1330000,C & M Motors Inc,HONDA, Accord,DoubleÂ Overhead Camshaft,A,Pale White,19001,60504-7114,Sedan,6994132,Aurora
C_CND_003099,06-11-2022,Heaven,Male,2520000,Capitol KIA,Mercury,Grand Marquis,Overhead Camshaft,M,Red,71000,38701-8047,SUV,6097222,Greenville
C_CND_003100,06-11-2022,Heidi,,1214000,Chrysler of Tri-Cities,Buick,Park Avenue,Overhead Camshaft,manual,Black,,99301-3882,Hatchback,7431131,Pasco
C_CND_003101,06-11-2022,Heidy,male,"$1,955,000",Chrysler Plymouth,  Mercury ,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39500,53546-9427,Sedan,6506415,Janesville  
C_CND_003102,unknown,Helen,Male,13500,Classic Chevy,SUBARU,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,SUV,7455803,Scottsdale
C_CND_003103,11-06-2022,Imani,Male,,Clay Johnson Auto Sales,mercury,Cougar,,Auto,Black,33000,78758-7841,Hatchback,8608007,Austin
C_CND_003104,06-11-2022,Ingrid,M,885000,Diehl Motor CO Inc,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,A,Black,18000,06457-3834,Sedan,7156163,Middletown  
C_CND_003105,06-11-2022,Tom,Male ,951000,Suburban Ford,Dodge,Durango,DoubleÂ Overhead Camshaft,Automatic,Pale White,10000,53546-9427,SUV,7635774,Janesville
C_CND_003106,06-11-2022,Louison,Male ,13500,Tri-State Mack Inc,Lincoln,Continental,Overhead Camshaft,manual,Black,42000,85257-3102,Passenger,6727824,Scottsdale
C_CND_003107,06-11-2022,Loann,Male ,1125000,Ryder Truck Rental and Leasing,cadillac,Seville,Overhead Camshaft,Manual ,Pale White,22501,06457-3834,Hardtop,8574755,Middletown
C_CND_003108,06-11-2022,Maxime,male,1288000,Gartner Buick Hyundai Saab,saturn,,DoubleÂ Overhead Camshaft,auto,Red,25800,38701-8047,Passenger,8587544,Greenville  
C_CND_003109,06-11-2022,Mohee,Male,1323000,Hatfield Volkswagen,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,,99301-3882,SUV,7156061,Pasco  
C_CND_003110,06-11-2022,Paul,Male,990000,Iceberg Rentals,Acura,TL,DoubleÂ Overhead Camshaft,Automatic,Red,24000,53546-9427,Hatchback,6236058,Janesville
C_CND_003111,06-11-2022,Lukas,Male,765000,McKinney Dodge Chrysler Jeep,mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000,85257-3102,Hatchback,8774480,Scottsdale
C_CND_003112,06-11-2022,Lou-Anne,Male,891500,Motor Vehicle Branch Office,Jeep,Cherokee,DoubleÂ Overhead Camshaft,A,Red,14500,78758-7841,Sedan,7166654,Austin
C_CND_003113,06-11-2022,,,1100000,Nebo Chevrolet,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41000,06457-3834,Hatchback,8639251,Middletown
C_CND_003114,06-11-2022,Ema,MALE,785000,New Castle Ford Lincoln Mercury,Chevrolet, Cavalier,Overhead Camshaft,Manual,Red,20000,60504-7114,SUV,6130542,Aurora  
C_CND_003115,,Anna,MALE,877500,Pars Auto Sales,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,38701-8047,Sedan,8693261,Greenville  
C_CND_003116,,Lisa,M,955000,Pitre Buick-Pontiac-Gmc of Scottsdale,  Cadillac ,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,99301-3882,SUV,8334643,Pasco
C_CND_003117,11-06-2022,Jessyca,Male,1746000,Progressive Shippers Cooperative Association No,Mitsubishi, Diamante,Overhead Camshaft,Manual,Red,19600,53546-9427,Hatchback,8127984,Janesville
C_CND_003118,06-11-2022,Amber,Male,745000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25000,06457-3834,Sedan,8517431,Austin  
C_CND_003119,06-11-2022,Amelia,Male,13500,C & M Motors Inc,Dodge,Dakota,Overhead Camshaft,Manual,Red,12000,60504-7114,Sedan,6153173,Middletown
C_CND_003120,06-11-2022,Amina,Male,800001,Capitol KIA,,300M,DoubleÂ Overhead Camshaft,Automatic,Black,26000,38701-8047,SUV,7351607,Aurora  
C_CND_003121,06-11-2022,Aminata,Male,1180000,Chrysler of Tri-Cities,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,99301-3882,Hatchback,6046527,Greenville
C_CND_003122,06-11-2022,Amira,M,521000,Chrysler Plymouth,NISSAN,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,53546-9427,Hatchback,7416884,Pasco  
C_CND_003123,06-11-2022,Amirah,female,1081000,Classic Chevy,MERCEDES-B,M-Class,Overhead Camshaft,Manual,Red,25100,85257-3102,Hatchback,6199536,Janesville  
C_CND_003124,06-11-2022,Amiyah,,"$795,000",Clay Johnson Auto Sales,Chrysler, Concorde,DoubleÂ Overhead Camshaft,A,Pale White,42000,78758-7841,Hatchback,6848995,Austin
C_CND_003125,06-11-2022,Anaya,Femal,945000,Diehl Motor CO Inc,,Sebring Coupe,DoubleÂ Overhead Camshaft,A,Red,19000,06457-3834,Sedan,8604445,Austin  
C_CND_003126,06-11-2022,Angel,FEMALE,740000,Enterprise Rent A Car,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,60504-7114,Hatchback,7513215,Middletown
C_CND_003127,06-11-2022,Angelina,Male ,13500,Gartner Buick Hyundai Saab,  Plymouth ,Voyager,Overhead Camshaft,Manual,Red,,38701-8047,Passenger,7205621,Aurora
C_CND_003128,06-11-2022,Aniya,Male,910000,Hatfield Volkswagen,Saab,05-Sep,Overhead Camshaft,manual,Pale White,28000,99301-3882,Hatchback,6615076,Greenville
C_CND_003129,06-11-2022,Aniyah,Male,13500,Iceberg Rentals,honda,Civic,Overhead Camshaft,Manual,Black,43000,53546-9427,Hatchback,6614860,Pasco
C_CND_003130,06-11-2022,Aria,M,4900000,McKinney Dodge Chrysler Jeep,BMW,528i,Overhead Camshaft,M,Red,25000,85257-3102,SUV,7662049,Janesville
C_CND_003131,06-12-2022,Johnny,male,1550000,Progressive Shippers Cooperative Association No,ford,Explorer,,Automatic,Black,22001,53546-9427,Hatchback,8706900,Janesville  
C_CND_003132,06-12-2022,Jonathan,F,1356000,Rabun Used Car Sales,,CL500,Overhead Camshaft,manual,Black,22600,85257-3102,SUV,8809570,Scottsdale
C_CND_003133,06-12-2022,Jordan,Male,1662000,Race Car Help,  Chevrolet ,Cavalier,Overhead Camshaft,Manual,Pale White,20200,78758-7841,SUV,6604128,Austin  
C_CND_003134,06-12-2022,Joseph,Male,,Ryder Truck Rental and Leasing,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000,06457-3834,SUV,6318889,Middletown
C_CND_003135,06-12-2022,Joshua,M,1665000,Saab-Belle Dodge,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21501,60504-7114,Hatchback,7288277,Aurora
C_CND_003136,12-06-2022,Amanda,Male,,Pars Auto Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16500,38701-8047,Hardtop,7526824,Aurora
C_CND_003137,06-12-2022,Jenna,Femal,490000,New Castle Ford Lincoln Mercury,Honda,Passport,Overhead Camshaft,M,Pale White,13000,60504-7114,Hardtop,8097310,Scottsdale  
C_CND_003138,06-12-2022,Camilo,male,447000,Gartner Buick Hyundai Saab,Volvo, S40,Overhead Camshaft,Manual,Red,22000,38701-8047,Sedan,8559671,Greenville
C_CND_003139,06-12-2022,Carlos,Male,570000,Hatfield Volkswagen,Dodge,Durango,Overhead Camshaft,manual,Red,31000,99301-3882,SUV,8525719,Pasco
C_CND_003140,06-12-2022,Jennifer,Male,620000,Pars Auto Sales,, Malibu,,Manual ,Red,24000,38701-8047,Hardtop,8121318,Austin  
C_CND_003141,06-12-2022,Irene,Male,2050000,Enterprise Rent A Car,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,60504-7114,Passenger,7728736,Aurora
C_CND_003142,06-12-2022,,,,Gartner Buick Hyundai Saab,VOLVO,S40,Overhead Camshaft,Manual,Black,36000,38701-8047,Sedan,6515847,Greenville
C_CND_003143,,Isabel,Male,880000,Hatfield Volkswagen,  Chevrolet ,,Overhead Camshaft,Manual,Black,10000,99301-3882,Passenger,6210542,Pasco
C_CND_003144,06-12-2022,Isabela,Male ,1950000,Iceberg Rentals,Mercedes,CL500,Overhead Camshaft,manual,Red,29000,53546-9427,SUV,6283616,Janesville
C_CND_003145,06-12-2022,Isabella,male,1280000,McKinney Dodge Chrysler Jeep,OLDSMOBILE,Cutlass,DoubleÂ Overhead Camshaft,A,Red,41000,85257-3102,Sedan,7601735,Scottsdale
C_CND_003146,06-12-2022,Tao,Female,600000,Rabun Used Car Sales,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,85257-3102,Sedan,6654648,Scottsdale  
C_CND_003147,06-12-2022,Laura,Male,780000,Saab-Belle Dodge,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22001,60504-7114,Hardtop,8203083,Aurora
C_CND_003148,06-12-2022,Melodie,F,605000,Scrivener Performance Engineering,mitsubishi,,Overhead Camshaft,manual,Red,29001,38701-8047,Hardtop,6503721,Greenville
C_CND_003149,06-12-2022,Tristan,Male,555000,Suburban Ford,Ford,Focus,,M,Red,24001,53546-9427,Hardtop,6864434,Janesville  
C_CND_003150,06-12-2022,Clement,M,800000,Chrysler Plymouth,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22001,53546-9427,Hardtop,6189041,Janesville
C_CND_003151,06-12-2022,Ariana,Male,592000,Motor Vehicle Branch Office,Oldsmobile, Silhouette,,Auto,Red,"$12,000",78758-7841,Sedan,6257503,Scottsdale
C_CND_003152,06-12-2022,Arianna,FEMALE,13500,Nebo Chevrolet,Lexus,LS400,DoubleÂ Overhead Camshaft,A,Black,39000,06457-3834,Sedan,6644871,Austin
C_CND_003153,,Ariel,Male,13500,New Castle Ford Lincoln Mercury,CADILLAC,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,60504-7114,Passenger,8374730,Janesville  
C_CND_003154,,Arielle,male,455000,Pars Auto Sales,Toyota,RAV4,DoubleÂ Overhead Camshaft,Automatic,Pale White,"$27,000",38701-8047,Hatchback,6550226,Scottsdale  
C_CND_003155,06-12-2022,Ashley,FEMALE,2355000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury, Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36500,99301-3882,Passenger,6612123,Austin
C_CND_003156,6/13/2022,Julian,Male,13500,Scrivener Performance Engineering,Mercedes,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18000,38701-8047,SUV,6179472,Greenville
C_CND_003157,6/13/2022,Justin,male,13500,Star Enterprises Inc,Ford,Expedition,Overhead Camshaft,Manual,Black,18000,99301-3882,SUV,7634198,Pasco
C_CND_003158,unknown,Kai,male,1445000,Suburban Ford,Oldsmobile, Bravada,DoubleÂ Overhead Camshaft,Automatic,Black,26500,53546-9427,Hatchback,6799447,Janesville
C_CND_003159,6/13/2022,Kevin,Female,1600000,Tri-State Mack Inc,Mitsubishi,,Overhead Camshaft,M,Red,19000,85257-3102,Hatchback,6259840,Scottsdale
C_CND_003160,6/13/2022,Kingsley,Female,980000,U-Haul CO,MERCEDES-B,SLK,,Manual,Pale White,17000,78758-7841,Passenger,8773360,Austin  
C_CND_003161,6/13/2022,Kyle,Female,1300000,Buddy Storbeck's Diesel Service Inc,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Automatic,Red,21000,06457-3834,SUV,6707559,Middletown
C_CND_003162,6/13/2022,,Male,13500,C & M Motors Inc,oldsmobile, Cutlass,Overhead Camshaft,Manual,Pale White,41000,60504-7114,Sedan,6414757,Aurora
C_CND_003163,6/13/2022,Leo,Female,13500,Capitol KIA,BMW, 528i,Overhead Camshaft,Manual,Pale White,14000,38701-8047,SUV,7471072,Greenville
C_CND_003164,6/13/2022,Leon,Male,13500,Chrysler of Tri-Cities,  Volvo , S70,Overhead Camshaft,Manual,Pale White,24000,99301-3882,SUV,8569317,Pasco
C_CND_003165,6/13/2022,,male,3510000,Chrysler Plymouth,,Continental,Overhead Camshaft,manual,Black,42000,53546-9427,Passenger,6491229,Janesville
C_CND_003166,6/13/2022,Carter,Male ,435000,McKinney Dodge Chrysler Jeep,  Ford ,,DoubleÂ Overhead Camshaft,Automatic,Pale White,18000,85257-3102,Hatchback,7237316,Scottsdale
C_CND_003167,6/13/2022,Cesar,Male,1255000,Motor Vehicle Branch Office,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69500,78758-7841,SUV,6944381,Austin
C_CND_003168,13-06-2022,Charles,M,595000,Nebo Chevrolet,subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,SUV,8126918,Middletown
C_CND_003169,13-06-2022,Charlie,Male,1616000,New Castle Ford Lincoln Mercury,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19600,60504-7114,Sedan,7737637,Aurora  
C_CND_003170,6/13/2022,Chase,Female,13500,Pars Auto Sales,,LX470,Overhead Camshaft,M,Pale White,54000,38701-8047,SUV,8128139,Greenville
C_CND_003171,6/13/2022,Chris,F,1525000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet, Corvette,Overhead Camshaft,manual,Pale White,free,99301-3882,SUV,8837920,Pasco
C_CND_003172,,Christian,male,1060000,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,53546-9427,Passenger,7594374,Janesville
C_CND_003173,6/13/2022,Christopher,Male,,Rabun Used Car Sales,FORD,Escort,Overhead Camshaft,Manual,Black,11000,85257-3102,Passenger,6943183,Scottsdale
C_CND_003174,6/13/2022,Amaya,Male,1930000,Chrysler of Tri-Cities,Mercedes-Benz,SL-Class,Overhead Camshaft,Manual,Pale White,26000,99301-3882,Hardtop,7351762,Pasco
C_CND_003175,,Cristopher,female,1456000,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36600,06457-3834,Hatchback,6678172,Middletown
C_CND_003176,6/13/2022,Isabelle,Male,437000,Motor Vehicle Branch Office,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,auto,Pale White,42000,78758-7841,Passenger,6874816,Austin
C_CND_003177,13-06-2022,Isis,Male,-50000,Nebo Chevrolet,ford,Crown Victoria,Overhead Camshaft,Manual ,Pale White,20000,06457-3834,Passenger,6045445,Middletown
C_CND_003178,6/13/2022,Itzel,Male,1150000,New Castle Ford Lincoln Mercury,Lincoln,Continental,Overhead Camshaft,manual,Red,82000,60504-7114,Passenger,8459105,Aurora  
C_CND_003179,6/13/2022,Izabella,male,520000,Pars Auto Sales,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,38701-8047,Hatchback,6462996,Greenville
C_CND_003180,6/13/2022,Jacqueline,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Neon,DoubleÂ Overhead Camshaft,Automatic,Pale White,27000,99301-3882,SUV,6352852,Pasco  
C_CND_003181,6/13/2022,Jada,Female,1560000,Progressive Shippers Cooperative Association No,OLDSMOBILE,Silhouette,Overhead Camshaft,Manual,Red,34000,53546-9427,Sedan,7717179,Janesville
C_CND_003182,6/13/2022,Jade,Female,1678000,Rabun Used Car Sales,mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17800,85257-3102,Hatchback,6782609,Scottsdale
C_CND_003183,6/13/2022,Jaelynn,M,13500,Race Car Help,lincoln,Continental,Overhead Camshaft,Manual,Black,42000,78758-7841,Passenger,7697778,Austin  
C_CND_003184,6/13/2022,Jamie,M,570000,Ryder Truck Rental and Leasing,MERCEDES-B,SLK230,Overhead Camshaft,manual,Pale White,14000,06457-3834,Hatchback,8322116,Middletown  
C_CND_003185,6/13/2022,Janelle,Male ,13500,Saab-Belle Dodge,Mercedes-Benz,,Overhead Camshaft,Manual,Red,21000,60504-7114,SUV,6880738,Aurora
C_CND_003186,6/13/2022,Florian,Male,1050000,Enterprise Rent A Car,VOLVO,S70,DoubleÂ Overhead Camshaft,Auto,Black,26001,60504-7114,Hardtop,7946868,Aurora  
C_CND_003187,6/13/2022,Romane,male,730000,Suburban Ford,Mercury,Sable,DoubleÂ Overhead Camshaft,Automatic,Pale White,26000,53546-9427,Sedan,6836553,Janesville
C_CND_003188,6/13/2022,Macia,Female,666500,Tri-State Mack Inc,cadillac,Escalade,Overhead Camshaft,Manual,Black,"$34,500",85257-3102,Sedan,8998867,Scottsdale
C_CND_003189,6/13/2022,,Male,13500,U-Haul CO,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Automatic,Red,19000,78758-7841,Hatchback,8406904,Austin  
C_CND_003190,6/13/2022,Samuel,,825000,Progressive Shippers Cooperative Association No,Subaru, Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,53546-9427,SUV,7351659,Janesville
C_CND_003191,,Loann,female,13500,Race Car Help,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,78758-7841,Hatchback,7408033,Austin
C_CND_003192,6/13/2022,Calia,Female,13500,Ryder Truck Rental and Leasing,  BMW ,323i,DoubleÂ Overhead Camshaft,Auto,Red,,06457-3834,Hatchback,8985446,Middletown
C_CND_003193,6/13/2022,Esteban,Male,13500,Scrivener Performance Engineering,nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,38701-8047,Hardtop,8658669,Greenville
C_CND_003194,6/13/2022,Marin,Male,750000,Scrivener Performance Engineering,Hyundai,Elantra,Overhead Camshaft,Manual ,Red,22000,38701-8047,Sedan,7568186,Greenville
C_CND_003195,6/13/2022,Noemie,male,13500,Star Enterprises Inc,Chevrolet,Monte Carlo,Overhead Camshaft,manual,Red,17000,99301-3882,Hatchback,7713034,Pasco  
C_CND_003196,6/13/2022,Aubrey,Male ,13500,Progressive Shippers Cooperative Association No,  Jaguar ,S-Type,Overhead Camshaft,Manual,Pale White,undisclosed,53546-9427,Passenger,7207478,Middletown  
C_CND_003197,13-06-2022,Autumn,male,2265000,Rabun Used Car Sales,mercedes-b,SLK,Overhead Camshaft,Manual ,Pale White,17500,85257-3102,Passenger,6938659,Aurora
C_CND_003198,6/13/2022,Ava,Female,13500,Race Car Help,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,A,Black,39000,78758-7841,Sedan,7141994,Greenville  
C_CND_003199,6/13/2022,Brianna,Male,,Ryder Truck Rental and Leasing,BMW,,DoubleÂ Overhead Camshaft,Auto,Black,31000,06457-3834,SUV,6659777,Pasco
C_CND_003200,6/13/2022,Brielle,,13500,Saab-Belle Dodge,CHEVROLET,Malibu,Overhead Camshaft,manual,Pale White,41000,60504-7114,Hatchback,7195565,Janesville
C_CND_003201,6/13/2022,Brooke,Male,585000,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,SUV,6577717,Scottsdale
C_CND_003202,6/13/2022,Camille,Female,"$940,000",Star Enterprises Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,99301-3882,Hatchback,8546654,Austin
C_CND_003203,6/13/2022,Chelsea,male,1085000,Suburban Ford,Volkswagen,,DoubleÂ Overhead Camshaft,Automatic,Red,13500,53546-9427,Hatchback,7631045,Middletown
C_CND_003204,6/13/2022,Cheyenne,FEMALE,1125000,Tri-State Mack Inc,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Automatic,Pale White,17500,85257-3102,Passenger,6962713,Aurora  
C_CND_003205,,Chloe,M,1680000,U-Haul CO,Lexus,ES300,DoubleÂ Overhead Camshaft,A,Pale White,27000,78758-7841,Hatchback,7341122,Greenville
C_CND_003206,6/14/2022,Logan,Female,1730000,Classic Chevy,plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,85257-3102,Passenger,8077460,Scottsdale
C_CND_003207,unknown,Oumou,Female,1105000,McKinney Dodge Chrysler Jeep,porsche,Carrera Coupe,Overhead Camshaft,M,Pale White,26500,85257-3102,Hardtop,8522186,Scottsdale  
C_CND_003208,6/14/2022,Jaslene,M,820000,Scrivener Performance Engineering,Oldsmobile, Intrigue,DoubleÂ Overhead Camshaft,Automatic,Black,18000,38701-8047,SUV,6859432,Greenville
C_CND_003209,14-06-2022,Sabrina,Male,432000,Suburban Ford,LEXUS,LS400,,Auto,Black,"$39,000",53546-9427,Sedan,6364385,Janesville  
C_CND_003210,6/14/2022,Christina,Female,13500,Progressive Shippers Cooperative Association No,Volvo,S40,Overhead Camshaft,manual,Black,36000,53546-9427,Sedan,8346195,Pasco  
C_CND_003211,6/15/2022,Louis,Male,13500,Clay Johnson Auto Sales,Hyundai, Sonata,Overhead Camshaft,Manual,Red,21000,78758-7841,SUV,6617446,Austin
C_CND_003212,6/15/2022,,M,968000,Diehl Motor CO Inc,,,DoubleÂ Overhead Camshaft,Automatic,Pale White,free,06457-3834,Sedan,6159022,Middletown
C_CND_003213,6/15/2022,Luke,male,900000,Enterprise Rent A Car,chrysler,LHS,Overhead Camshaft,Manual,Black,51001,60504-7114,Hatchback,7940664,Aurora
C_CND_003214,,Marcus,Female,1570000,Gartner Buick Hyundai Saab,Audi,A6,Overhead Camshaft,Manual,Pale White,13001,38701-8047,SUV,7677584,Greenville  
C_CND_003215,6/15/2022,Martin,Male ,,Hatfield Volkswagen,Chrysler,Sebring Coupe,Overhead Camshaft,manual,Red,21000,99301-3882,Sedan,8065740,Pasco
C_CND_003216,unknown,Mason,Female,1360000,Iceberg Rentals,,Mustang,DoubleÂ Overhead Camshaft,auto,Red,31000,53546-9427,Hatchback,6349584,Janesville  
